label,action,n_clips,model,r2,skill,skill_pooled,hausdorff,hausdorff_ratio,r2_F_R,skill_F_R,skill_pooled_F_R,hausdorff_F_R,r2_CoPx_R,skill_CoPx_R,skill_pooled_CoPx_R,hausdorff_CoPx_R,r2_CoPy_R,skill_CoPy_R,skill_pooled_CoPy_R,hausdorff_CoPy_R
OpenTouch train_only_v1 3s six arms,(all actions),2843,s2scnn_seasonal,0.12261704846719401,-0.0477299902031586,-0.03697746650260947,1.9737076763012986,0.6279335150120094,0.9464516570714172,-0.12240976261563263,-0.1086433889238747,2.4421793042711237,-0.1076385764567771,0.0028615798328747166,-0.00020522538658873657,1.8359038967196701,-0.47096193521305807,-0.023641787826717886,-0.0020837851973649624,1.6430398279131013
OpenTouch train_only_v1 3s six arms,(all actions),2843,s2sflat_ar,0.5083730118742928,0.31670858112310596,0.36064393080317575,2.9545832840795683,0.9399983033174308,0.9557711168783105,0.07293246643358142,0.19075962201197505,3.722633796111705,0.3774225301224192,0.43953205680932517,0.43953674177586044,2.738441393764387,0.1919253886221487,0.4376612201264113,0.4516354286216918,2.4026746623626116
OpenTouch train_only_v1 3s six arms,(all actions),2843,s2sflat_flatten,0.441115953574436,0.24353754127577518,0.2542765548334664,3.3260246736821486,1.0581720836571735,0.9532466391780801,0.020017693328030828,0.04586699398110905,3.4107389406759254,0.24067564002824715,0.31642729967143457,0.31156846102661273,3.0026839989840477,0.12942558151698091,0.3941676308278601,0.40539420949267735,3.5646510813864714
OpenTouch train_only_v1 3s six arms,(all actions),2843,s2sflat_persistence,0.13482847048342914,0.0,0.0,3.143179379848121,1.0,0.9522916276104056,0.0,0.0,3.3471773373340876,-0.11081726875104403,0.0,0.0,3.0478939228053195,-0.43698894740907424,0.0,0.0,3.034466879404957
OpenTouch train_only_v1 3s six arms,(all actions),2843,s2sflat_seasonal,0.12261704846719401,-0.0477299902031586,-0.03697746650260947,1.9737076763012986,0.6279335150120094,0.9464516570714172,-0.12240976261563263,-0.1086433889238747,2.4421793042711237,-0.1076385764567771,0.0028615798328747166,-0.00020522538658873657,1.8359038967196701,-0.47096193521305807,-0.023641787826717886,-0.0020837851973649624,1.6430398279131013
OpenTouch train_only_v1 3s six arms,(all actions),2843,persistence,0.13482847048342914,0.0,0.0,3.143179379848121,1.0,0.9522916276104056,0.0,0.0,3.3471773373340876,-0.11081726875104403,0.0,0.0,3.0478939228053195,-0.43698894740907424,0.0,0.0,3.034466879404957
OpenTouch train_only_v1 3s six arms,adjusting,83,pgagg_ar,0.47969494491291015,0.2710235942170431,,2.7687484697949443,0.8648256106445498,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgagg_persistence,0.07937696081035957,0.0,,3.2015107273839996,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgagg_prob_gru,0.4463316685512844,-0.21556929213728163,,2.9973824701112597,0.9362400208355585,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgagg_seasonal,0.04457421780920615,-0.062432624193797547,,2.075619193549414,0.6483249222923679,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgcnn_ar,0.47969494491291015,0.2710235942170431,,2.7687484697949443,0.8648256106445498,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgcnn_persistence,0.07937696081035957,0.0,,3.2015107273839996,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgcnn_pg_cnn,0.448446507044665,-0.31477762482141575,,3.085319016458326,0.9637072242389094,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgcnn_seasonal,0.04457421780920615,-0.062432624193797547,,2.075619193549414,0.6483249222923679,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgflat_ar,0.47969494491291015,0.2710235942170431,,2.7687484697949443,0.8648256106445498,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgflat_persistence,0.07937696081035957,0.0,,3.2015107273839996,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgflat_pg_flatten,0.44441138593820567,-0.4564122409979586,,3.112976917242752,0.9723462397348924,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,pgflat_seasonal,0.04457421780920615,-0.062432624193797547,,2.075619193549414,0.6483249222923679,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2sagg_ar,0.47969494491291015,0.2710235942170431,,2.7687484697949443,0.8648256106445498,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2sagg_map_aggregate,0.47888692907874414,0.31733748866146355,,2.7795671355596645,0.8682048483501065,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2sagg_persistence,0.07937696081035957,0.0,,3.2015107273839996,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2sagg_seasonal,0.04457421780920615,-0.062432624193797547,,2.075619193549414,0.6483249222923679,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2scnn_ar,0.47969494491291015,0.2710235942170431,,2.7687484697949443,0.8648256106445498,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,adjusting,83,s2scnn_cnn,0.45186163886193514,0.32575560500234263,,2.6869461340508467,0.8392744434894925,,,,,,,,,,,,
